ID,Año_prod,T/C,Temporada,Capitulo,Destino,Fec_Estreno,Dia,Mes,Año,Dia_Sem,Estreno_RR,Franja,H_ini,H_fin,Dur,Tandas,RH_C13,SH_C13,RC_C13,SC_C13,RH_TVN,SH_TVN,RC_TVN,SC_TVN,RH_MEGA,SH_MEGA,RC_MEGA,SC_MEGA,RH_CHV,SH_CHV,RC_CHV,SC_CHV,RH_TVPAGO,SH_TVPAGO,RC_TVPAGO,SC_TVPAGO,RH_ENC,SH_ENC,RC_ENC,SC_ENC,PosH_C13,PosC_C13,Comentario,Region,Zona,Fecha
221,2017.0,510,5,10.0,Alto Bío Bío,6-5-2017,6,5,2017,6,Estreno,Off Prime PM,19:53,21:00,1:05:00,2,11.7,23.5,4.0,18.1,2.7,5.4,0.7,3.0,5.2,10.5,1.7,7.6,5.7,11.4,1.2,5.5,26.5,53.4,12.8,57.6,49.6,100,22.1,100,1,1,,Bío Bío,Sur,2017-05-06
222,2016.0,423,4,23.0,Angol-Nahuelbuta,6-5-2017,6,5,2017,6,RR 1,Prime,22:30,23:47,1:17:00,3,15.6,25.9,5.9,19.4,7.1,11.8,2.2,7.2,12.4,20.4,4.0,13.2,7.5,12.4,2.9,9.6,22.7,37.6,13.2,43.7,60.4,100,30.2,100,1,1,,Araucanía,Norte,2017-05-06
223,2017.0,511,5,11.0,Riñihue-Río San Pedro,13-5-2017,13,5,2017,6,Estreno,Off Prime PM,19:46,20:57,1:09:00,1,10.6,21.0,4.8,22.3,5.1,10.1,1.1,5.3,6.9,13.7,2.4,11.1,5.5,11.0,1.9,8.6,23.4,46.5,9.8,45.7,50.4,100,21.5,100,1,1,,Los Ríos,Sur,2017-05-13
224,2016.0,427,4,27.0,Arauco,13-5-2017,13,5,2017,6,RR 1,Prime,22:32,23:53,1:21:00,3,15.3,25.4,8.3,25.9,4.6,7.6,1.5,4.8,13.8,22.9,4.5,13.8,9.7,16.1,4.0,12.5,22.2,36.9,11.7,36.3,60.1,100,32.2,100,1,1,,Bío Bío,Sur,2017-05-13
225,2017.0,512,5,12.0,Isla Huapi – Lago Ranco,20-5-2017,20,5,2017,6,Estreno,Off Prime PM,19:45,21:00,1:15:00,2,14.0,24.9,5.0,22.3,3.8,6.8,0.8,3.6,7.2,12.8,2.3,10.3,6.5,11.6,2.0,9.1,24.6,44.0,10.4,46.8,56.0,100,22.2,100,1,1,,Los Ríos,Sur,2017-05-20
226,2016.0,428,4,28.0,Isla Sta. María,20-5-2017,20,5,2017,6,RR 1,Prime,22:31,23:51,1:20:00,3,15.7,25.9,7.1,26.1,3.6,5.9,0.8,3.0,13.9,23.0,4.7,17.6,10.0,16.6,3.5,13.1,22.9,37.9,10.0,36.9,60.5,100,27.0,100,1,1,,Bío Bío,Sur,2017-05-20
227,2017.0,513,5,13.0,Puerto Aguirre,27-5-2017,27,5,2017,6,Estreno,Off Prime PM,19:47,20:58,1:11:00,2,14.8,27.0,6.5,24.0,2.6,4.7,0.4,1.5,7.4,13.5,2.8,10.2,5.5,10.0,2.2,8.1,25.6,46.8,13.3,48.9,54.8,100,27.3,100,1,1,,Aysén,Sur,2017-05-27
228,2016.0,429,4,29.0,San Pedro de Atacama,27-5-2017,27,5,2017,6,RR 1,Prime,22:32,23:56,1:24:00,3,17.6,29.1,7.8,27.2,3.3,5.4,0.8,2.7,14.9,24.6,4.1,14.1,7.1,11.7,3.5,12.2,22.5,37.2,10.5,36.5,60.6,100,28.8,100,1,1,,Antofagasta,Norte,2017-05-27
229,2017.0,514,5,14.0,"Parque F Coloane, ballenas",3-6-2017,3,6,2017,6,Estreno,Off Prime PM,19:45,21:00,1:15:00,3,14.3,27.0,4.4,19.0,3.6,6.8,0.9,3.8,6.6,12.4,2.9,12.6,6.3,12.0,1.9,8.2,22.8,42.9,12.0,51.3,53.0,100,23.3,100,1,1,,Magallanes,Sur,2017-06-03
230,2016.0,425,4,25.0,Ruta Costera Corral-Chaihuín,3-6-2017,3,6,2017,6,RR 1,Prime,22:33,23:59,1:26:00,4,16.6,27.0,5.7,19.6,6.3,10.2,2.8,9.7,14.1,23.0,5.6,19.3,8.0,13.1,2.8,9.5,21.4,34.9,9.4,32.3,61.3,100,29.2,100,1,1,,Los Ríos,Sur,2017-06-03
231,2017.0,515,5,15.0,Puerto Aysén,10-6-2017,10,6,2017,6,Estreno,Off Prime PM,19:46,20:57,1:11:00,2,14.1,26.7,5.4,21.9,3.8,7.3,0.8,3.4,5.6,10.5,2.6,10.4,5.6,10.5,2.3,9.2,24.0,45.3,11.7,47.4,53.0,100,24.7,100,1,1,,Aysén,Sur,2017-06-10
232,2016.0,416,4,16.0,Codpa,10-6-2017,10,6,2017,6,RR 2,Prime,22:30,23:54,1:24:00,4,16.2,26.6,8.1,25.4,5.4,8.8,2.9,9.1,13.2,21.7,4.4,13.7,7.8,12.7,3.0,9.4,22.6,37.1,11.7,36.5,61.0,100,31.9,100,1,1,,Arica y Parinacota,Norte,2017-06-10
233,2017.0,516,5,16.0,Carelmapu,17-6-2017,17,6,2017,6,Estreno,Off Prime AM,19:26,20:45,1:18:00,3,15.4,27.4,7.0,25.9,5.4,9.5,1.8,6.8,7.4,13.1,2.2,8.1,4.5,8.0,1.2,4.6,25.0,44.5,13.3,49.1,56.3,100,27.1,100,1,1,,Los Lagos,Sur,2017-06-17
234,2016.0,415,4,15.0,Porvenir,17-6-2017,17,6,2017,6,RR 2,Prime,22:31,23:57,1:26:00,4,16.2,26.6,8.6,26.5,5.3,8.8,1.9,5.8,15.2,25.1,4.5,13.8,9.5,15.7,4.4,13.7,20.9,34.5,11.0,33.6,60.8,100,32.6,100,1,1,,Magallanes,Sur,2017-06-17
235,2016.0,41,4,1.0,Isla Mocha,24-6-2017,24,6,2017,6,RR 2,Off Prime PM,19:35,20:45,1:10:00,3,13.5,25.2,5.4,22.0,4.7,8.8,1.2,4.9,7.8,14.6,2.5,10.2,6.2,11.6,1.2,5.0,23.9,44.5,13.0,52.8,53.7,100,24.7,100,1,1,,Bío Bío,Sur,2017-06-24
236,2016.0,411,4,11.0,Estuario Reloncaví (Cochamó),24-6-2017,24,6,2017,6,RR 2,Prime,22:34,23:57,1:23:00,3,13.8,23.4,4.9,16.4,6.0,10.1,2.3,7.6,15.8,26.9,4.8,16.1,8.8,14.9,3.4,11.5,21.1,35.8,12.4,41.3,59.0,100,30.0,100,2,1,,Los Lagos,Sur,2017-06-24
237,2016.0,47,4,7.0,Cochrane – Patagonia 1 Lago Gral. Carrera,1-7-2017,1,7,2017,6,RR 2,Off Prime PM,19:49,21:00,1:11:00,2,13.4,23.9,4.1,16.1,6.3,11.2,3.0,11.5,7.4,13.3,2.9,11.1,5.9,10.6,2.2,8.7,25.5,45.5,12.3,47.8,56.1,100,25.8,100,1,1,,Aysén,Sur,2017-07-01
238,2017.0,517,5,17.0,Fresia,1-7-2017,1,7,2017,6,Estreno,Prime,22:31,23:50,1:19:00,2,18.6,28.8,8.8,24.6,4.9,7.6,2.4,6.8,15.1,23.3,6.3,17.6,9.1,14.2,3.5,9.7,21.1,32.8,11.8,33.1,64.5,100,35.6,100,1,1,,Los Lagos,Sur,2017-07-01
239,2016.0,48,4,8.0,Cochrane – Río Baker,8-7-2017,8,7,2017,6,RR 2,Off Prime PM,19:52,20:59,1:07:00,2,13.2,24.4,5.2,20.7,3.1,5.7,1.0,3.9,5.8,10.8,1.5,5.8,7.2,13.3,2.4,9.6,26.1,48.1,13.3,53.0,54.4,100,25.2,100,1,1,,Aysén,Sur,2017-07-08
240,2017.0,518,5,18.0,Maule Cordillera,8-7-2017,8,7,2017,6,Estreno,Prime,22:35,23:52,1:17:00,3,16.4,26.7,8.0,25.5,5.5,9.0,1.8,5.7,14.6,23.8,4.3,13.6,7.8,12.6,2.4,7.8,23.5,38.3,12.9,41.0,61.4,100,31.4,100,1,1,,Maule,Centro,2017-07-08
241,2015.0,34,3,4.0,Puerto Natales,15-7-2017,15,7,2017,6,RR 2,Off Prime PM,19:48,21:00,1:12:00,2,14.6,27.9,7.2,25.9,2.0,3.8,0.8,3.0,7.4,14.3,3.2,11.7,6.2,11.9,1.9,7.0,23.5,45.2,12.5,45.1,52.1,100,27.6,100,1,1,,Magallanes,Sur,2017-07-15
242,2017.0,519,5,19.0,Alto del Carmen,15-7-2017,15,7,2017,6,Estreno,Prime,22:38,23:56,1:18:00,3,12.5,22.6,6.9,23.6,5.4,9.8,1.7,5.8,15.2,27.6,5.0,17.1,8.1,14.8,4.2,14.4,19.5,35.3,10.0,34.4,55.1,100,29.1,100,2,1,,Atacama,Norte,2017-07-15
243,2015.0,35,3,5.0,Torres del Paine 2015,22-7-2017,22,7,2017,6,RR 2,Off Prime PM,19:50,21:00,1:10:00,2,12.5,23.6,4.8,17.4,4.7,8.9,2.0,7.2,6.0,11.3,2.4,8.8,6.6,12.5,1.9,6.8,24.9,47.2,15.5,55.7,52.8,100,27.7,100,1,1,,Magallanes,Sur,2017-07-22
244,2017.0,520,5,20.0,Maule Costa,22-7-2017,22,7,2017,6,Estreno,Prime,22:37,23:55,1:18:00,3,17.6,29.3,7.8,25.1,4.7,7.8,1.6,5.3,13.8,22.9,3.7,12.0,7.1,11.8,3.1,10.1,21.3,35.5,11.5,37.1,60.1,100,31.0,100,1,1,,Maule,Centro,2017-07-22
245,2015.0,311,3,11.0,Puerto Cisnes,29-7-2017,29,7,2017,6,RR 2,Off Prime PM,19:45,20:59,1:14:00,2,11.9,22.2,4.7,17.8,2.3,4.3,0.9,3.5,7.9,14.7,3.0,11.4,7.4,13.8,2.0,7.6,26.4,49.2,14.2,53.1,53.7,100,26.7,100,1,1,,Aysén,Sur,2017-07-29
246,2017.0,521,5,21.0,San Fabián,29-7-2017,29,7,2017,6,Estreno,Prime,22:36,23:53,1:17:00,3,16.9,27.3,7.5,25.1,5.4,8.7,3.0,10.1,13.2,21.4,5.2,17.6,9.8,15.8,3.1,10.3,21.5,34.7,9.1,30.6,61.8,100,29.7,100,1,1,,Ñuble,Centro,2017-07-29
247,2015.0,32,3,2.0,Pichilemu,5-8-2017,5,8,2017,6,RR 3,Off Prime PM,19:39,21:00,1:21:00,3,11.4,21.7,5.4,20.9,2.5,4.8,1.3,5.2,8.3,15.8,2.7,10.4,6.3,12.1,1.6,6.4,25.2,48.1,13.4,51.9,52.5,100,25.8,100,1,1,,O'Higgins,Centro,2017-08-05
248,2017.0,522,5,22.0,"Copiapó, Cordillera Atacama",5-8-2017,5,8,2017,6,Estreno,Prime,22:35,23:58,1:23:00,4,15.3,25.5,6.6,23.2,4.4,7.3,1.5,5.1,13.0,21.6,4.2,14.8,7.8,13.0,3.4,11.9,24.6,40.9,10.7,37.5,60.0,100,28.5,100,1,1,,Atacama,Norte,2017-08-05
249,2015.0,33,3,3.0,Romeral,12-8-2017,12,8,2017,6,RR 3,Off Prime PM,19:49,21:00,1:11:00,2,13.2,24.1,4.6,16.7,4.3,7.9,2.1,7.7,5.7,10.4,1.8,6.7,6.4,11.7,2.7,9.8,28.3,51.6,14.9,54.5,54.7,100,27.3,100,1,1,,Maule,Centro,2017-08-12
250,2017.0,523,5,23.0,Lleu-Lleu,12-8-2017,12,8,2017,6,Estreno,Prime,22:36,23:56,1:20:00,4,14.1,23.3,6.6,22.5,5.6,9.3,2.4,8.3,16.2,26.7,4.5,15.4,7.3,12.1,3.0,10.3,22.9,37.8,11.6,39.4,60.6,100,29.4,100,2,1,,Bío Bío,Sur,2017-08-12
251,2015.0,36,3,6.0,La Ligua – Pichicuy (quinta),19-8-2017,19,8,2017,6,RR 3,Off Prime PM,19:44,21:00,1:16:00,2,11.6,21.6,3.3,14.8,2.9,5.5,1.1,5.1,6.3,11.8,1.7,7.6,5.7,10.7,1.7,7.8,28.5,53.3,13.1,59.2,53.5,100,22.2,100,1,1,,Valparaíso,Centro,2017-08-19
252,2017.0,524,5,24.0,Lonquimay 2017,19-8-2017,19,8,2017,6,Estreno,Prime,22:36,23:57,1:21:00,4,16.5,26.0,7.4,23.6,3.8,6.0,1.3,4.2,13.6,21.5,4.9,15.6,7.6,12.0,3.0,9.5,25.8,40.8,12.7,40.6,63.3,100,31.3,100,1,1,,Araucanía,Norte,2017-08-19
253,2015.0,310,3,10.0,Cachapoal (Zúñiga),26-8-2017,26,8,2017,6,RR 3,Off Prime PM,19:50,21:00,1:10:00,2,12.3,22.6,5.9,22.6,4.1,7.5,1.4,5.2,4.5,8.2,0.9,3.3,5.8,10.8,1.9,7.3,27.8,51.3,14.8,56.9,54.3,100,25.9,100,1,1,,O'Higgins,Centro,2017-08-26
254,2017.0,525,5,25.0,Coya (Rancagua),26-8-2017,26,8,2017,6,Estreno,Prime,22:34,23:58,1:24:00,4,15.6,25.1,7.2,23.9,3.4,5.5,1.3,4.3,15.0,24.1,5.1,16.9,7.0,11.2,2.7,8.9,26.4,42.5,12.7,42.1,62.1,100,30.3,100,1,1,,Arica y Parinacota,Norte,2017-08-26
255,2015.0,313,3,13.0,"Coyhaique 2 (Cochrane, cóndor y huemul)",2-9-2017,2,9,2017,6,RR 2,Off Prime PM,19:51,21:00,1:09:00,2,10.8,20.6,2.7,13.9,5.6,10.7,1.7,8.5,6.2,11.9,1.9,9.9,5.5,10.6,1.2,6.2,26.9,51.4,10.9,55.9,52.3,100,19.5,100,1,1,,Aysén,Sur,2017-09-02
256,2017.0,526,5,26.0,"Ovalle interior, Río Hurtado",2-9-2017,2,9,2017,6,Estreno,Prime,22:34,23:51,1:17:00,3,14.6,23.9,6.2,21.6,5.0,8.2,1.5,5.3,14.8,24.2,4.2,14.4,7.7,12.6,3.3,11.6,25.4,41.4,11.8,40.8,61.3,100,28.8,100,2,1,,Coquimbo,Norte,2017-09-02
257,2015.0,39,3,9.0,Valle del Elqui 2015,9-9-2017,9,9,2017,6,RR 3,Off Prime PM,19:47,21:00,1:13:00,3,11.9,22.8,4.6,18.8,2.8,5.4,1.2,4.9,6.5,12.4,2.4,9.7,5.6,10.8,1.8,7.4,26.4,50.5,13.1,53.5,52.3,100,24.5,100,1,1,,Coquimbo,Norte,2017-09-09
258,2017.0,527,5,27.0,Pto. Williams,9-9-2017,9,9,2017,6,Estreno,Prime,22:36,0:01,1:25:00,4,14.8,25.1,6.9,22.6,5.0,8.5,2.0,6.5,17.0,28.8,7.0,23.0,7.3,12.4,3.1,10.0,21.5,36.4,10.4,34.0,59.0,100,30.5,100,2,2,,Magallanes,Sur,2017-09-09
259,2015.0,38,3,8.0,Lo Valledor,16-9-2017,16,9,2017,6,RR 3,Off Prime PM,19:54,21:00,1:06:00,1,7.3,17.8,2.8,17.0,2.9,7.0,1.6,9.9,5.6,13.6,1.6,9.9,5.0,12.2,1.2,7.5,20.0,48.8,7.6,46.2,40.9,100,16.5,100,1,1,,Metropolitana,Centro,2017-09-16
260,2016.0,En Vacaciones11,En Vacaciones,11.0,Isla de Pascua,16-9-2017,16,9,2017,6,RR 2,Prime,22:37,23:47,1:10:00,2,12.9,25.0,3.7,16.4,5.5,10.6,1.8,8.0,11.0,21.3,4.5,20.0,5.9,11.4,2.3,10.3,20.0,38.8,9.2,41.2,51.5,100,22.4,100,1,2,,Valparaíso,Centro,2017-09-16
261,2015.0,321,3,21.0,Los Andes,18-9-2017,18,9,2017,1,RR 2,Prime,22:45,0:39,1:54:00,1,13.4,27.8,5.0,21.8,4.1,8.5,1.9,8.6,7.7,16.1,3.1,13.4,3.0,6.3,1.5,6.4,20.4,42.5,9.2,40.2,48.0,100,22.8,100,1,1,Ambos Prime. Falta Hora,Valparaíso,Centro,2017-09-18
262,2016.0,421,4,21.0,Marchihue,18-9-2017,18,9,2017,1,RR 2,Prime,22:45,0:39,1:54:00,1,13.4,27.8,5.0,21.8,4.1,8.5,1.9,8.6,7.7,16.1,3.1,13.4,3.0,6.3,1.5,6.4,20.4,42.5,9.2,40.2,48.0,100,22.8,100,1,1,Ambos Prime. Falta Hora,O'Higgins,Centro,2017-09-18
263,2015.0,312,3,12.0,Chiloé islas pequeñas,23-9-2017,23,9,2017,6,RR 3,Off Prime PM,19:47,21:00,1:13:00,2,10.8,21.0,4.0,19.2,4.7,9.2,1.4,6.5,5.6,11.0,1.6,7.8,5.5,10.8,1.6,7.5,24.5,47.8,10.6,50.5,51.3,100,21.0,100,1,1,,Los Ríos,Sur,2017-09-23
264,2017.0,528,5,28.0,Puerto Toro,23-9-2017,23,9,2017,6,Estreno,Prime,22:36,23:59,1:23:00,4,15.5,25.2,6.6,22.7,4.0,6.5,1.7,5.9,15.3,24.7,5.8,19.7,6.9,11.3,2.4,8.3,21.6,35.1,9.9,33.6,61.7,100,29.3,100,1,1,,Magallanes,Sur,2017-09-23
265,2015.0,31,3,1.0,Coyhaique 1 (Malebo),30-9-2017,30,9,2017,6,RR 3,Off Prime PM,19:58,21:00,1:02:00,2,10.1,18.8,3.7,17.4,5.3,9.9,1.1,5.0,8.6,16.0,2.6,12.1,3.6,6.7,1.1,5.1,28.1,52.2,11.0,51.3,53.8,100,21.4,100,1,1,,Aysén,Sur,2017-09-30
266,2017.0,529,5,29.0,Navidad-Litueche,30-9-2017,30,9,2017,6,Estreno,Prime,22:40,0:03,1:23:00,4,14.6,24.3,7.5,24.6,3.1,5.1,0.9,3.0,17.2,28.7,5.8,19.2,7.2,11.9,3.5,11.4,23.9,39.8,10.9,35.7,60.1,100,30.4,100,2,1,,O'Higgins,Centro,2017-09-30
267,2015.0,314,3,14.0,Costa Osorno,7-10-2017,7,10,2017,6,RR 3,Off Prime PM,19:48,21:00,1:12:00,3,11.0,22.4,4.0,19.5,2.9,5.9,1.1,5.2,7.0,14.2,3.1,15.2,7.5,15.3,2.0,9.7,21.8,44.5,9.5,46.1,49.0,100,20.7,100,1,1,,Los Lagos,Sur,2017-10-07
268,2017.0,530,5,30.0,Caleta Huellelhue,7-10-2017,7,10,2017,6,Estreno,Prime,22:35,23:57,1:22:00,4,12.8,22.5,4.6,17.5,4.7,8.3,1.8,6.8,17.3,30.3,7.3,27.7,8.8,15.5,2.7,10.4,18.7,32.9,8.5,32.2,56.9,100,26.3,100,2,2,,Los Lagos,Sur,2017-10-07
269,2015.0,316,3,16.0,Quintero,14-10-2017,14,10,2017,6,RR 3,Off Prime PM,19:45,21:00,1:15:00,3,9.4,20.5,4.0,18.0,1.5,3.3,0.4,2.0,5.3,11.5,1.4,6.2,5.6,12.1,1.5,6.7,24.4,53.2,13.9,62.6,45.8,100,22.2,100,1,1,,Valparaíso,Centro,2017-10-14
270,2017.0,531,5,31.0,Portillo,14-10-2017,14,10,2017,6,Estreno,Prime,22:34,0:00,1:26:00,4,12.4,21.1,6.0,20.1,4.3,7.4,1.9,6.3,16.7,28.3,5.9,19.9,8.2,14.0,2.8,9.3,22.1,37.6,11.9,40.1,58.8,100,29.7,100,2,1,,Valparaíso,Centro,2017-10-14
271,2015.0,317,3,17.0,Costa Maule (Iloca),21-10-2017,21,10,2017,6,RR 3,Off Prime PM,19:24,20:40,1:16:00,3,9.0,18.3,3.8,17.0,3.2,6.6,1.2,5.2,4.3,8.8,2.0,9.2,4.9,9.9,1.1,5.0,27.5,56.0,13.1,58.8,49.0,100,22.2,100,1,1,,Maule,Centro,2017-10-21
272,2017.0,532,5,32.0,Linares-Achibueno,21-10-2017,21,10,2017,6,Estreno,Prime,22:36,23:56,1:20:00,3,11.8,19.9,4.5,16.2,3.2,5.4,0.9,3.4,15.3,25.7,5.6,20.3,11.9,20.0,5.7,20.7,23.6,39.7,9.5,34.3,59.3,100,27.5,100,3,3,,Maule,Centro,2017-10-21
273,2015.0,315,3,15.0,Ramal Talca - Constitución,28-10-2017,28,10,2017,6,RR 3,Off Prime PM,19:38,20:40,1:02:00,3,10.8,22.6,3.9,18.8,2.5,5.1,0.8,3.7,4.9,10.2,1.5,7.1,5.3,11.1,0.9,4.2,25.0,52.2,11.8,56.9,48.0,100,20.7,100,1,1,,Maule,Centro,2017-10-28
275,2015.0,319,3,19.0,Huilo Huilo,4-11-2017,4,11,2017,6,RR 2,Off Prime PM,19:38,20:40,1:02:00,2,11.3,22.8,3.4,14.5,4.8,9.7,0.9,3.7,5.5,11.2,2.1,8.8,3.8,7.7,1.3,5.7,25.7,51.9,14.1,60.6,49.5,100,23.3,100,1,1,,Los Ríos,Sur,2017-11-04
276,2017.0,534,5,34.0,Pto. Gala-Pulluhuapi,4-11-2017,4,11,2017,6,Estreno,Prime,22:31,23:58,1:27:00,4,11.5,18.4,5.2,17.0,4.8,7.6,1.8,5.8,16.0,25.7,4.7,15.5,11.2,17.9,4.6,15.0,22.6,36.2,12.4,40.9,62.5,100,30.4,100,2,1,,Aysén,Sur,2017-11-04
277,2015.0,324,3,24.0,Putre - Chungará,11-11-2017,11,11,2017,6,RR 3,Off Prime PM,19:16,20:40,1:24:00,4,9.1,20.9,4.3,22.5,2.6,6.1,1.3,6.7,4.7,10.9,1.3,6.8,4.8,11.0,1.4,7.4,23.0,52.9,10.2,53.2,43.4,100,19.2,100,1,1,,Arica y Parinacota,Norte,2017-11-11
278,2017.0,535,5,35.0,Puente aéreo Pto. Montt,11-11-2017,11,11,2017,6,Estreno,Prime,22:31,0:06,1:35:00,4,11.9,20.7,4.9,17.9,3.5,6.1,1.8,6.5,14.3,24.7,4.4,15.9,10.6,18.3,4.3,15.7,21.7,37.6,10.3,37.6,57.7,100,27.4,100,2,1,,Los Lagos,Sur,2017-11-11
280,2015.0,325,3,25.0,Ovalle,18-11-2017,18,11,2017,6,RR 2,Off Prime PM,19:48,21:00,1:12:00,3,8.3,19.0,3.4,18.6,2.9,6.7,0.5,2.8,4.9,11.3,1.8,9.7,4.5,10.4,1.3,7.0,22.3,51.2,9.5,51.3,43.6,100,18.6,100,1,1,,Coquimbo,Norte,2017-11-18
281,2017.0,536,5,36.0,Chiloé- Quellón,18-11-2017,18,11,2017,6,Estreno,Prime,22:32,0:02,1:30:00,4,11.9,19.3,4.2,14.8,4.5,7.3,1.5,5.3,15.3,24.8,5.6,19.8,11.9,19.3,4.7,16.5,22.5,36.6,10.8,38.2,61.6,100,28.3,100,2,3,,Los Lagos,Sur,2017-11-18
282,2015.0,328,3,28.0,Caldera a Huasco (Vallenar),25-11-2017,25,11,2017,6,RR 2,Off Prime PM,19:48,21:00,1:12:00,3,9.3,21.7,3.5,19.5,2.7,6.4,0.7,3.9,4.0,9.3,1.8,10.0,4.4,10.3,1.3,7.4,21.8,51.2,9.7,53.6,42.6,100,18.1,100,1,1,,Atacama,Norte,2017-11-25
283,2017.0,537,5,37.0,Chiloé Chonchi,25-11-2017,25,11,2017,6,Estreno,Prime,22:32,0:04,1:32:00,4,14.4,26.0,6.3,23.9,3.8,6.9,2.0,7.5,13.1,23.6,4.2,15.9,9.7,17.4,3.7,13.8,19.3,34.7,8.8,33.3,55.5,100,26.5,100,1,1,,Los Lagos,Sur,2017-11-25
284,2015.0,318,3,18.0,Panguipulli,3-12-2017,3,12,2017,7,RR 3,Off Prime PM,19:50,20:50,1:00:00,2,9.8,20.4,3.2,15.0,3.2,6.6,1.3,6.2,4.5,9.5,0.8,4.0,7.5,15.6,2.4,11.4,23.2,48.5,12.0,56.3,47.9,100,21.2,100,1,1,,Los Ríos,Sur,2017-12-03
285,2015.0,322,3,22.0,Antofagasta,9-12-2017,9,12,2017,6,RR 3,Off Prime PM,19:31,20:50,1:19:00,3,7.7,18.0,2.8,14.4,2.5,5.8,0.4,2.1,4.5,10.4,1.1,5.4,2.7,6.2,0.8,3.9,25.2,58.9,13.3,68.0,42.8,100,19.5,100,1,1,,Antofagasta,Norte,2017-12-09
286,2016.0,420,4,20.0,Chañaral de Aceituno,9-12-2017,9,12,2017,6,RR 2,Prime,22:31,23:51,1:20:00,4,11.3,20.0,3.8,14.1,2.4,4.3,0.8,2.9,14.6,25.8,4.4,16.5,8.8,15.6,4.0,15.1,22.9,40.4,11.9,44.5,56.6,100,26.7,100,2,3,,Atacama,Norte,2017-12-09
288,2015.0,331,3,31.0,Iquique,16-12-2017,16,12,2017,6,RR 2,Off Prime PM,19:50,21:00,1:10:00,3,11.0,27.4,4.2,23.7,2.8,7.0,0.8,4.5,3.8,9.6,1.0,5.7,5.1,12.6,1.8,10.3,18.1,45.0,8.4,47.4,40.1,100,17.7,100,1,1,,Tarapacá,Norte,2017-12-16
289,2016.0,413,4,13.0,Mehuín,16-12-2017,16,12,2017,6,RR 2,Prime,22:35,0:09,1:34:00,5,13.4,23.4,5.0,19.0,3.4,5.9,1.0,3.7,13.1,22.8,4.3,16.4,10.1,17.5,3.4,12.7,21.7,37.8,10.0,37.6,57.4,100,26.5,100,1,1,,Los Ríos,Sur,2017-12-16
290,2014.0,25,2,5.0,Curicó,23-12-2017,23,12,2017,6,RR 2,Off Prime PM,19:37,21:00,1:23:00,3,9.9,24.1,3.9,22.8,2.7,6.6,1.0,6.1,4.8,11.7,1.4,8.1,3.2,7.9,0.6,3.6,19.8,48.4,8.2,48.6,40.9,100,17.0,100,1,1,,Maule,Centro,2017-12-23
291,2015.0,323,3,23.0,Independencia,30-12-2017,30,12,2017,6,RR 2,Off Prime PM,19:45,21:00,1:15:00,3,7.2,18.9,3.3,17.2,3.6,9.4,1.3,6.7,4.2,11.0,1.9,10.2,4.1,10.8,0.9,4.9,18.9,49.4,10.0,52.7,38.3,100,18.9,100,1,1,,Metropolitana,Centro,2017-12-30
292,2016.0,42,4,2.0,Ruta Pehuenche del Maule,6-1-2018,6,1,2018,6,RR 2,Off Prime PM,19:45,21:00,1:15:00,2,7.9,20.1,2.5,14.9,3.8,9.5,0.9,5.6,3.4,8.7,1.5,9.0,3.5,9.0,1.0,6.1,20.6,52.2,9.8,57.8,39.5,100,17.0,100,1,1,,Maule,Centro,2018-01-06
293,2016.0,43,4,3.0,Llanquihue (Pto. Varas),13-1-2018,13,1,2018,6,RR 2,Off Prime PM,19:53,21:00,1:07:00,2,8.8,21.0,3.4,19.3,2.7,6.4,0.4,2.5,4.5,10.7,1.5,8.3,4.6,10.9,1.5,8.4,21.5,51.5,9.1,51.4,41.8,100,17.7,100,1,1,,Los Lagos,Sur,2018-01-13
294,2016.0,44,4,4.0,Ruta del Itata,20-1-2018,20,1,2018,6,RR 2,Off Prime PM,19:56,21:00,1:04:00,2,8.6,21.5,2.3,14.9,3.0,7.5,0.7,4.5,5.1,12.7,1.5,9.5,2.3,5.6,0.7,4.3,20.2,50.4,9.3,59.1,40.1,100,15.7,100,1,1,,Magallanes,Sur,2018-01-20
295,2016.0,45,4,5.0,Lago Budi 2016,27-1-2018,27,1,2018,6,RR 2,Off Prime PM,19:53,21:00,1:07:00,2,7.3,17.8,2.9,17.4,3.8,9.2,0.6,3.5,4.0,9.7,1.8,10.7,4.3,10.5,1.2,6.9,20.4,49.4,8.8,52.3,41.3,100,16.8,100,1,1,,Araucanía,Norte,2018-01-27
296,2016.0,46,4,6.0,Cobquecura,3-2-2018,3,2,2018,6,RR 2,Off Prime PM,19:47,21:00,1:13:00,3,5.8,15.1,2.5,15.6,3.4,8.9,1.4,8.4,3.8,9.8,1.1,6.7,4.0,10.4,1.1,7.0,20.1,52.3,9.3,57.0,38.5,100,16.3,100,1,1,,Ñuble,Centro,2018-02-03
297,2016.0,410,4,10.0,San Vicente,10-2-2018,10,2,2018,6,RR 2,Off Prime PM,19:55,21:00,1:05:00,2,7.5,18.5,2.2,13.9,3.1,7.7,1.0,6.0,4.0,9.8,1.4,8.8,5.7,13.9,2.6,16.6,18.5,45.4,7.0,44.3,40.8,100,15.8,100,1,2,,O'Higgins,Centro,2018-02-10
